"","loan_status","loan_amnt","grade","home_ownership","annual_inc","age","ir_cat","emp_cat"
"27463","1",7000,"B","RENT",50004,21,"11-13.5","0-15"
"3077","1",3500,"B","RENT",55000,32,"8-11","0-15"
"20030","0",11500,"C","RENT",32000,29,"13.5+","0-15"
"25558","0",13000,"A","MORTGAGE",61300,22,"8-11","0-15"
"17131","1",4800,"D","RENT",75000,24,"13.5+","0-15"
"7180","0",2400,"A","RENT",40000,25,"0-8","15-30"
"16352","0",8000,"F","RENT",41000,21,"13.5+","0-15"
"14312","0",6000,"C","OWN",88000,60,"Missing","0-15"
"26238","1",6500,"D","MORTGAGE",73000,26,"13.5+","0-15"
"12490","0",30000,"F","MORTGAGE",1e+05,24,"13.5+","0-15"
"5104","0",3000,"B","MORTGAGE",66000,23,"Missing","0-15"
"14592","0",2000,"B","RENT",42000,25,"8-11","0-15"
"172","1",7200,"A","RENT",68000,23,"0-8","0-15"
"5792","0",7500,"D","RENT",51000,28,"13.5+","0-15"
"20965","0",8000,"B","OWN",40000,34,"11-13.5","15-30"
"9618","0",9200,"B","OWN",30200,26,"8-11","0-15"
"5717","1",28000,"C","MORTGAGE",160000,27,"11-13.5","0-15"
"17088","0",1000,"D","RENT",22296,27,"13.5+","0-15"
"21379","0",11200,"C","RENT",46739.4,28,"11-13.5","0-15"
"6170","0",7500,"C","MORTGAGE",85000,24,"13.5+","0-15"
"2336","0",1200,"A","RENT",20400,23,"0-8","0-15"
"322","0",10000,"A","RENT",72500,36,"0-8","0-15"
"1343","0",11000,"B","RENT",58195,26,"8-11","0-15"
"24925","0",6500,"D","RENT",40100,26,"Missing","0-15"
"346","0",7000,"B","RENT",73882,39,"8-11","15-30"
"1368","0",5500,"B","RENT",55000,23,"11-13.5","0-15"
"5103","0",6000,"B","OWN",31200,27,"11-13.5","Missing"
"18969","0",10000,"B","MORTGAGE",50000,38,"11-13.5","0-15"
"21408","0",10000,"B","MORTGAGE",98784,33,"Missing","0-15"
"8458","0",14000,"A","MORTGAGE",71000,32,"0-8","0-15"
"9708","0",5000,"A","MORTGAGE",64500,23,"Missing","0-15"
"11336","0",7200,"A","RENT",30000,27,"0-8","0-15"
"23328","0",15000,"C","OWN",130000,23,"11-13.5","0-15"
"18949","0",10000,"B","RENT",48000,45,"11-13.5","0-15"
"9041","0",3000,"C","RENT",60000,26,"13.5+","0-15"
"8143","0",2400,"C","RENT",26400,21,"13.5+","0-15"
"15436","0",10000,"C","MORTGAGE",38004,26,"11-13.5","0-15"
"632","0",3250,"B","RENT",16000,24,"11-13.5","0-15"
"18662","0",6000,"B","OWN",24000,22,"11-13.5","0-15"
"6562","0",4800,"B","MORTGAGE",71711,25,"Missing","15-30"
"6629","1",11200,"D","RENT",26000,22,"13.5+","0-15"
"29058","0",5750,"A","MORTGAGE",125000,30,"0-8","15-30"
"3732","0",1600,"B","RENT",15360,21,"11-13.5","0-15"
"13551","0",5025,"C","RENT",40000,22,"11-13.5","0-15"
"5340","0",7000,"B","OWN",28000,23,"8-11","0-15"
"26437","0",10000,"E","RENT",60000,23,"Missing","0-15"
"8587","0",2000,"B","MORTGAGE",70000,22,"11-13.5","0-15"
"17499","0",12000,"D","MORTGAGE",72500,27,"13.5+","0-15"
"24606","0",16000,"B","MORTGAGE",50004,23,"11-13.5","15-30"
"2413","0",3700,"C","RENT",40000,28,"13.5+","0-15"
"2933","0",6000,"B","RENT",30000,23,"11-13.5","0-15"
"28558","0",10000,"D","RENT",52000,23,"11-13.5","0-15"
"4736","0",5300,"B","MORTGAGE",105000,26,"11-13.5","0-15"
"14846","0",9925,"B","MORTGAGE",88000,37,"Missing","15-30"
"20500","0",5000,"B","RENT",39000,28,"8-11","0-15"
"17992","0",3500,"A","MORTGAGE",54252,22,"0-8","0-15"
"12510","0",7500,"C","MORTGAGE",28800,32,"11-13.5","0-15"
"7814","0",21000,"C","MORTGAGE",117516,31,"11-13.5","0-15"
"12913","0",9600,"B","MORTGAGE",80600,26,"Missing","0-15"
"26852","0",1950,"A","MORTGAGE",38000,22,"0-8","0-15"
"17582","1",7400,"E","MORTGAGE",35004,21,"13.5+","0-15"
"21433","0",15000,"C","RENT",122000,27,"11-13.5","0-15"
"28663","0",3000,"A","RENT",25000,24,"8-11","0-15"
"7498","0",4400,"B","RENT",30000,29,"11-13.5","0-15"
"17802","0",2000,"C","RENT",10800,31,"13.5+","0-15"
"18877","0",1000,"D","RENT",12000,28,"13.5+","0-15"
"24622","0",7500,"C","RENT",99504,31,"13.5+","0-15"
"14195","0",4000,"A","MORTGAGE",72500,32,"0-8","0-15"
"25163","0",9900,"B","RENT",41303,31,"11-13.5","0-15"
"15105","0",7500,"A","MORTGAGE",110000,24,"0-8","0-15"
"18486","0",16000,"C","MORTGAGE",1e+05,24,"13.5+","0-15"
"18462","0",13000,"C","MORTGAGE",65004,22,"11-13.5","0-15"
"21270","0",8000,"B","RENT",26000,28,"11-13.5","0-15"
"8298","0",4850,"A","MORTGAGE",57900,22,"8-11","0-15"
"27064","0",12000,"C","MORTGAGE",315000,26,"11-13.5","0-15"
"23702","0",9600,"B","RENT",58327,29,"11-13.5","0-15"
"6865","0",5000,"A","OWN",24000,42,"Missing","0-15"
"11106","0",7000,"B","RENT",42000,28,"11-13.5","0-15"
"19735","0",8000,"A","OWN",43000,25,"0-8","0-15"
"9658","0",13250,"D","OWN",35000,28,"13.5+","0-15"
"21706","0",20000,"C","MORTGAGE",181000,37,"13.5+","0-15"
"14969","0",5000,"C","MORTGAGE",106000,26,"11-13.5","0-15"
"9657","0",20000,"B","MORTGAGE",63000,25,"8-11","0-15"
"3396","0",3000,"B","MORTGAGE",48000,22,"Missing","0-15"
"18034","0",8000,"C","MORTGAGE",73000,24,"11-13.5","0-15"
"13951","1",14000,"A","MORTGAGE",42000,21,"0-8","0-15"
"23539","0",1200,"C","MORTGAGE",74000,26,"11-13.5","0-15"
"17418","0",8000,"B","RENT",71000,35,"11-13.5","0-15"
"3146","1",1200,"B","RENT",20000,29,"11-13.5","0-15"
"26767","0",12000,"C","MORTGAGE",58000,26,"11-13.5","0-15"
"24216","0",12000,"C","MORTGAGE",170000,26,"13.5+","0-15"
"6850","0",7500,"B","MORTGAGE",28000,32,"8-11","0-15"
"3230","0",13600,"A","MORTGAGE",101900,24,"0-8","0-15"
"17961","0",5000,"A","MORTGAGE",50000,22,"0-8","0-15"
"17752","0",7200,"A","MORTGAGE",40200,21,"0-8","15-30"
"6641","0",9000,"D","MORTGAGE",82000,23,"Missing","0-15"
"16509","0",20000,"E","RENT",96000,31,"13.5+","0-15"
"7433","0",16000,"B","MORTGAGE",80000,22,"11-13.5","0-15"
"21009","0",10750,"C","MORTGAGE",50000,27,"11-13.5","0-15"
"5656","1",4000,"A","RENT",50582,22,"0-8","0-15"
"9352","0",8000,"C","RENT",82710,29,"11-13.5","0-15"
"22257","0",6000,"A","RENT",26400,22,"8-11","0-15"
"20617","0",2100,"C","MORTGAGE",24000,26,"11-13.5","0-15"
"21907","1",20000,"C","MORTGAGE",65000,34,"Missing","0-15"
"24874","0",8500,"B","MORTGAGE",81400,22,"Missing","0-15"
"19855","0",16200,"B","RENT",42000,30,"8-11","0-15"
"13943","0",15000,"C","RENT",65000,36,"13.5+","0-15"
"2501","0",3000,"D","RENT",16080,23,"13.5+","Missing"
"26278","1",5000,"C","RENT",58106,41,"11-13.5","0-15"
"1375","0",9425,"C","RENT",45000,22,"11-13.5","0-15"
"8094","1",1000,"B","MORTGAGE",38000,23,"8-11","Missing"
"19568","0",6600,"B","RENT",39000,22,"Missing","0-15"
"8585","0",12000,"A","MORTGAGE",95400,21,"0-8","0-15"
"15739","0",7000,"C","OWN",62589,22,"11-13.5","Missing"
"19417","0",7000,"A","RENT",50000,23,"0-8","0-15"
"1848","0",6400,"B","RENT",50000,30,"11-13.5","0-15"
"24834","0",8500,"A","MORTGAGE",51000,24,"8-11","0-15"
"18821","0",8500,"A","RENT",21000,22,"0-8","0-15"
"20968","0",5500,"A","MORTGAGE",58800,28,"0-8","0-15"
"23189","0",4200,"A","MORTGAGE",90000,33,"8-11","0-15"
"11410","0",20000,"C","RENT",120000,34,"13.5+","0-15"
"12508","0",6000,"A","RENT",75000,28,"0-8","0-15"
"27201","0",10000,"D","RENT",40000,22,"Missing","0-15"
"8320","0",12000,"B","MORTGAGE",55000,30,"Missing","0-15"
"14582","0",1800,"A","MORTGAGE",36000,22,"0-8","0-15"
"9716","0",1000,"B","RENT",40000,24,"8-11","0-15"
"14373","0",8000,"A","MORTGAGE",113000,23,"0-8","15-30"
"12372","0",15000,"B","MORTGAGE",92000,24,"11-13.5","0-15"
"11222","1",16300,"D","MORTGAGE",62664,28,"13.5+","0-15"
"9150","0",1000,"B","RENT",33388,21,"8-11","0-15"
"23929","0",7500,"A","RENT",50000,22,"8-11","0-15"
"4685","0",14825,"A","MORTGAGE",72000,49,"0-8","0-15"
"1193","0",10000,"B","MORTGAGE",32000,23,"11-13.5","15-30"
"1893","0",17000,"A","MORTGAGE",50000,25,"0-8","0-15"
"23047","0",9000,"B","MORTGAGE",40000,21,"11-13.5","0-15"
"3607","0",12000,"A","MORTGAGE",85000,27,"0-8","0-15"
"24524","0",6000,"B","MORTGAGE",60000,26,"11-13.5","0-15"
"9570","0",8000,"C","RENT",95000,25,"13.5+","0-15"
"5789","0",7000,"C","RENT",24000,26,"11-13.5","0-15"
"10460","1",5600,"B","RENT",30000,38,"8-11","0-15"
"12549","0",13800,"A","RENT",105000,24,"0-8","0-15"
"3300","0",7500,"A","MORTGAGE",26400,25,"8-11","0-15"
"5515","0",19000,"C","MORTGAGE",115000,25,"11-13.5","0-15"
"22771","0",15000,"C","RENT",1e+05,26,"13.5+","0-15"
"12124","0",6800,"A","MORTGAGE",50000,22,"0-8","0-15"
"24187","0",6200,"A","RENT",60000,31,"8-11","0-15"
"20108","0",16000,"E","MORTGAGE",1e+05,29,"13.5+","0-15"
"24745","0",3200,"B","RENT",54731,24,"11-13.5","0-15"
"20099","0",20000,"B","RENT",66000,27,"8-11","0-15"
"1736","0",10000,"C","RENT",42000,22,"11-13.5","0-15"
"2293","0",2400,"B","RENT",30000,33,"8-11","0-15"
"27197","0",15000,"D","RENT",95000,23,"13.5+","0-15"
"18265","0",4000,"A","OWN",62000,22,"0-8","Missing"
"4415","0",17500,"A","RENT",75000,26,"0-8","0-15"
"26901","0",9000,"A","MORTGAGE",130000,28,"0-8","0-15"
"14144","0",9000,"C","RENT",56000,23,"11-13.5","0-15"
"21478","0",10000,"C","RENT",41300,34,"11-13.5","15-30"
"21024","1",7000,"A","MORTGAGE",113000,24,"Missing","0-15"
"27475","0",10000,"B","RENT",91000,23,"8-11","0-15"
"8528","0",4500,"A","MORTGAGE",90000,30,"0-8","15-30"
"25647","0",20000,"B","MORTGAGE",143500,30,"11-13.5","0-15"
"6523","1",4000,"D","RENT",18720,23,"13.5+","0-15"
"26742","0",5750,"C","MORTGAGE",52000,30,"13.5+","0-15"
"17329","0",8500,"A","MORTGAGE",41500,24,"0-8","15-30"
"16715","0",4000,"A","RENT",78000,33,"0-8","0-15"
"4422","0",2200,"B","RENT",38400,25,"11-13.5","0-15"
"22787","1",10000,"B","RENT",30000,23,"11-13.5","0-15"
"175","0",19600,"B","RENT",75000,22,"11-13.5","0-15"
"11115","0",3000,"B","MORTGAGE",54000,22,"8-11","15-30"
"7525","0",6000,"B","RENT",52000,47,"8-11","0-15"
"28725","0",24000,"F","RENT",75000,26,"13.5+","0-15"
"15325","0",10800,"B","RENT",56004,47,"8-11","0-15"
"487","0",7000,"A","RENT",45000,26,"8-11","0-15"
"235","0",13250,"B","OWN",35000,37,"11-13.5","0-15"
"25510","0",6000,"A","MORTGAGE",93600,22,"Missing","0-15"
"26791","0",3000,"C","MORTGAGE",90000,24,"13.5+","0-15"
"2747","0",13000,"C","MORTGAGE",62000,22,"13.5+","0-15"
"2565","0",6000,"C","MORTGAGE",35900,22,"13.5+","15-30"
"14907","0",1400,"A","OWN",8628,23,"Missing","Missing"
"13958","0",6875,"A","MORTGAGE",95000,22,"0-8","0-15"
"14311","0",7500,"C","MORTGAGE",110000,23,"13.5+","0-15"
"7293","0",2000,"A","RENT",86000,31,"0-8","0-15"
"8386","0",10000,"A","RENT",33000,23,"0-8","0-15"
"25925","0",4500,"A","MORTGAGE",101400,35,"8-11","0-15"
"12609","0",8800,"B","RENT",1e+05,31,"8-11","0-15"
"23821","0",20000,"B","RENT",51000,22,"11-13.5","0-15"
"22615","0",24000,"D","OWN",160000,36,"13.5+","15-30"
"27118","0",6000,"A","OWN",26500,23,"0-8","0-15"
"17476","0",7500,"A","OWN",26004,21,"Missing","0-15"
"4708","0",5000,"A","OWN",54080,26,"0-8","15-30"
"5097","0",2000,"C","MORTGAGE",80000,24,"13.5+","0-15"
"22205","0",10000,"B","RENT",21600,33,"11-13.5","0-15"
"3950","0",2400,"B","MORTGAGE",91000,24,"8-11","30-45"
"29020","0",2000,"A","MORTGAGE",118000,25,"0-8","0-15"
"21700","0",6000,"C","MORTGAGE",57000,28,"11-13.5","0-15"
"16615","0",10750,"A","RENT",28800,29,"0-8","0-15"
"24398","0",6350,"C","OWN",18000,28,"13.5+","0-15"
"20446","0",20000,"D","MORTGAGE",48000,33,"13.5+","0-15"
"25829","0",12000,"B","MORTGAGE",60996,26,"11-13.5","0-15"
"14591","0",6000,"A","OWN",26000,21,"0-8","0-15"
"27680","0",1800,"B","OWN",42000,32,"8-11","0-15"
"25236","0",14000,"E","MORTGAGE",117000,23,"13.5+","0-15"
"25447","0",6000,"A","RENT",35000,27,"8-11","0-15"
"27235","0",2000,"C","RENT",70000,26,"11-13.5","0-15"
"21196","0",20000,"B","RENT",60000,25,"Missing","0-15"
"27935","0",7500,"B","MORTGAGE",91000,24,"8-11","0-15"
"19407","0",25000,"B","OWN",60000,25,"8-11","0-15"
"16818","0",4000,"A","OWN",140000,34,"0-8","0-15"
"17843","0",6500,"C","RENT",55404,21,"13.5+","15-30"
"21628","0",25000,"B","RENT",49000,21,"8-11","0-15"
"11095","0",5000,"A","MORTGAGE",51996,23,"0-8","0-15"
"4383","0",5000,"A","RENT",37500,32,"0-8","0-15"
"6890","0",10800,"A","MORTGAGE",117000,24,"Missing","0-15"
"28682","0",20000,"E","RENT",48000,37,"13.5+","0-15"
"12552","0",2400,"B","MORTGAGE",38000,35,"8-11","0-15"
"3799","0",22000,"B","RENT",92000,28,"11-13.5","0-15"
"3594","0",10000,"C","MORTGAGE",70000,24,"11-13.5","0-15"
"18652","1",5000,"D","RENT",59000,26,"13.5+","0-15"
"26622","0",18000,"E","RENT",70000,25,"13.5+","0-15"
"6183","0",5000,"B","MORTGAGE",140000,28,"11-13.5","0-15"
"7720","0",10000,"C","RENT",31200,27,"13.5+","0-15"
"14701","0",4800,"C","MORTGAGE",55000,22,"11-13.5","0-15"
"17557","0",9000,"B","RENT",65000,26,"11-13.5","0-15"
"24544","0",20000,"D","RENT",63000,28,"13.5+","0-15"
"27562","0",14400,"A","RENT",85000,28,"8-11","0-15"
"27211","0",12000,"C","RENT",34000,31,"11-13.5","0-15"
"27785","0",7500,"C","MORTGAGE",87000,23,"11-13.5","0-15"
"9711","0",5500,"A","MORTGAGE",54996,24,"0-8","0-15"
"6295","0",5125,"B","OWN",50000,27,"8-11","Missing"
"20469","0",6250,"D","RENT",29100,22,"13.5+","0-15"
"12978","0",3500,"D","RENT",74004,26,"13.5+","15-30"
"11924","0",14000,"A","MORTGAGE",260000,51,"0-8","0-15"
"10563","0",4300,"A","MORTGAGE",86604,26,"0-8","0-15"
"25142","0",9250,"D","RENT",31000,22,"13.5+","0-15"
"2199","0",8500,"A","MORTGAGE",80000,27,"0-8","0-15"
"7454","0",7500,"B","MORTGAGE",120000,31,"8-11","15-30"
"10330","0",4500,"B","RENT",42000,22,"11-13.5","0-15"
"28474","0",7750,"D","RENT",30000,30,"13.5+","0-15"
"21691","0",6000,"B","RENT",55840,30,"8-11","0-15"
"22581","0",10000,"B","RENT",57000,34,"11-13.5","0-15"
"20998","1",8000,"B","MORTGAGE",55000,22,"8-11","0-15"
"17732","0",4800,"B","RENT",56928,23,"8-11","0-15"
"16952","0",6000,"A","MORTGAGE",70000,24,"0-8","0-15"
"1659","0",16000,"D","RENT",65000,29,"13.5+","15-30"
"17218","0",15000,"B","MORTGAGE",90474,24,"8-11","0-15"
"14497","0",6000,"C","MORTGAGE",109200,34,"11-13.5","30-45"
"7166","1",4475,"D","RENT",13200,29,"13.5+","0-15"
"10496","0",1200,"B","MORTGAGE",42000,24,"11-13.5","0-15"
"12458","0",10400,"A","MORTGAGE",76248,33,"0-8","15-30"
"6842","0",6600,"B","RENT",36000,25,"11-13.5","0-15"
"13420","0",8000,"C","MORTGAGE",98400,24,"11-13.5","0-15"
"10660","0",5000,"B","MORTGAGE",50000,24,"8-11","0-15"
"23093","0",8400,"C","MORTGAGE",127000,28,"11-13.5","0-15"
"8159","0",9000,"A","MORTGAGE",62000,23,"Missing","0-15"
"22842","0",4000,"C","RENT",42000,22,"11-13.5","0-15"
"1726","0",3000,"B","RENT",28800,25,"11-13.5","0-15"
"18989","0",3350,"C","RENT",47756,31,"13.5+","0-15"
"25650","0",20000,"C","MORTGAGE",72800,43,"11-13.5","0-15"
"6921","0",6000,"A","MORTGAGE",108000,26,"0-8","0-15"
"13195","0",10000,"B","MORTGAGE",75000,34,"11-13.5","0-15"
"21812","0",4000,"B","RENT",13000,24,"8-11","0-15"
"5909","0",10000,"A","RENT",60000,22,"0-8","Missing"
"2903","0",8000,"A","RENT",50000,23,"0-8","0-15"
"19236","0",7000,"A","RENT",18000,23,"0-8","0-15"
"25362","1",5000,"C","OWN",30000,31,"11-13.5","0-15"
"14698","0",2000,"C","RENT",24000,23,"11-13.5","0-15"
"20942","0",6000,"C","OWN",50000,22,"13.5+","0-15"
"13641","0",15000,"B","RENT",108000,32,"8-11","0-15"
"18847","0",12000,"A","MORTGAGE",160000,32,"0-8","0-15"
"8841","0",6125,"A","RENT",70000,29,"0-8","0-15"
"11013","0",5000,"A","RENT",48000,32,"0-8","0-15"
"26732","0",6000,"A","MORTGAGE",65000,42,"8-11","0-15"
"27441","0",1300,"A","OWN",48000,24,"8-11","0-15"
"17419","0",8000,"C","MORTGAGE",155000,32,"Missing","0-15"
"15733","0",4600,"C","RENT",35880,50,"11-13.5","0-15"
"24132","0",9000,"C","RENT",30000,35,"13.5+","0-15"
"11975","0",10000,"B","MORTGAGE",120000,25,"8-11","15-30"
"29016","1",8000,"D","MORTGAGE",70000,26,"11-13.5","0-15"
"10488","0",7000,"A","OWN",120000,29,"8-11","0-15"
"5038","0",2000,"C","MORTGAGE",37000,22,"13.5+","0-15"
"7757","0",1400,"D","RENT",14650,23,"13.5+","0-15"
"16223","0",16750,"C","MORTGAGE",84996,23,"13.5+","0-15"
"8026","0",3000,"B","RENT",36000,29,"8-11","0-15"
"10758","0",3500,"A","RENT",42000,25,"0-8","0-15"
"7643","0",2100,"A","MORTGAGE",35000,23,"0-8","30-45"
"16705","0",8000,"C","MORTGAGE",42000,27,"13.5+","0-15"
"8741","0",18000,"B","MORTGAGE",90722,28,"8-11","0-15"
"18861","0",18200,"A","MORTGAGE",61000,22,"0-8","0-15"
"15208","0",5500,"C","MORTGAGE",28900,24,"11-13.5","0-15"
"4938","0",7200,"A","OWN",24000,29,"0-8","0-15"
"6344","0",2000,"A","RENT",42870,23,"0-8","0-15"
"18437","1",8000,"B","RENT",60000,25,"11-13.5","0-15"
"18154","0",4000,"A","RENT",50004,24,"0-8","0-15"
"10355","1",1800,"C","MORTGAGE",48000,23,"11-13.5","0-15"
"27627","0",8000,"C","RENT",20000,24,"11-13.5","0-15"
"2667","0",6500,"A","RENT",75000,40,"0-8","0-15"
"5112","1",6000,"D","RENT",32124,23,"13.5+","Missing"
"3606","0",17450,"A","MORTGAGE",57188,23,"0-8","15-30"
"6798","0",8400,"B","RENT",35960,26,"11-13.5","0-15"
"21898","0",10000,"C","RENT",35000,24,"11-13.5","0-15"
"12239","0",7000,"A","RENT",60000,23,"0-8","0-15"
"17121","0",4500,"B","MORTGAGE",54196,46,"11-13.5","15-30"
"788","0",2500,"C","RENT",40000,24,"13.5+","0-15"
"22442","0",10000,"B","RENT",30000,23,"11-13.5","0-15"
"5409","0",5000,"C","RENT",32000,23,"13.5+","0-15"
"20079","0",5500,"B","MORTGAGE",67440,22,"8-11","0-15"
"10238","0",4250,"B","RENT",27500,22,"8-11","0-15"
"24520","0",5000,"C","MORTGAGE",62000,23,"13.5+","0-15"
"8537","0",30000,"B","MORTGAGE",106921,23,"8-11","0-15"
"29024","0",5000,"A","RENT",45000,23,"0-8","0-15"
"7219","1",4000,"E","OWN",68400,25,"13.5+","0-15"
"15841","0",17000,"A","RENT",60000,25,"0-8","0-15"
"4514","0",7600,"A","MORTGAGE",30000,21,"0-8","0-15"
"13786","0",10000,"A","RENT",31200,36,"0-8","0-15"
"3914","0",5000,"A","RENT",36000,35,"0-8","0-15"
"15442","0",2000,"C","RENT",39000,26,"11-13.5","0-15"
"23476","0",10000,"A","MORTGAGE",75670,27,"8-11","0-15"
"28119","0",5000,"B","RENT",40000,31,"8-11","0-15"
"8668","0",6000,"A","OWN",55316.04,26,"0-8","30-45"
"14467","0",15000,"A","MORTGAGE",130000,27,"0-8","0-15"
"18385","0",1500,"A","MORTGAGE",65004,21,"0-8","0-15"
"3820","0",28000,"B","MORTGAGE",4e+05,43,"8-11","0-15"
"11734","0",35000,"A","MORTGAGE",160000,23,"0-8","0-15"
"17224","0",9000,"D","RENT",59321,27,"13.5+","0-15"
"6539","0",9800,"A","MORTGAGE",56500,23,"Missing","0-15"
"6607","1",7200,"B","MORTGAGE",50000,22,"Missing","15-30"
"15570","0",20000,"F","RENT",115000,31,"13.5+","0-15"
"22703","0",8000,"B","RENT",38000,35,"Missing","0-15"
"928","0",3825,"C","RENT",26000,26,"13.5+","0-15"
"16948","0",12000,"B","RENT",56000,21,"8-11","15-30"
"15776","0",25000,"D","RENT",69000,30,"13.5+","0-15"
"2130","0",35000,"E","MORTGAGE",146000,34,"13.5+","0-15"
"2793","0",20900,"B","RENT",82000,23,"11-13.5","0-15"
"9002","0",5000,"B","OWN",50000,22,"11-13.5","0-15"
"388","0",4000,"C","RENT",39000,30,"13.5+","0-15"
"28462","0",7000,"D","RENT",35000,21,"11-13.5","0-15"
"16196","0",5000,"A","OWN",24996,21,"0-8","15-30"
"19709","0",8000,"D","MORTGAGE",76800,21,"13.5+","0-15"
"7344","0",10000,"A","MORTGAGE",55000,26,"0-8","15-30"
"10461","0",6000,"C","MORTGAGE",84996,32,"11-13.5","0-15"
"18937","0",4800,"E","MORTGAGE",63000,21,"Missing","0-15"
"14646","0",11000,"A","MORTGAGE",54000,28,"0-8","0-15"
"24701","1",6000,"B","RENT",56000,23,"11-13.5","0-15"
"7763","0",7000,"B","RENT",37800,39,"11-13.5","0-15"
"7254","0",6000,"A","MORTGAGE",96000,30,"0-8","15-30"
"26726","0",3400,"C","OWN",31776,32,"11-13.5","0-15"
"13390","0",15000,"C","RENT",72000,25,"11-13.5","0-15"
"24433","0",6000,"C","MORTGAGE",62000,22,"13.5+","0-15"
"9205","0",5500,"A","RENT",48000,25,"0-8","0-15"
"18285","0",9800,"A","OWN",60000,26,"Missing","0-15"
"3521","0",2000,"B","OWN",16200,22,"11-13.5","Missing"
"9401","0",4400,"A","RENT",32496,22,"8-11","0-15"
"2674","0",9000,"B","RENT",65000,30,"11-13.5","0-15"
"15989","0",4500,"D","RENT",47360,33,"13.5+","0-15"
"16306","0",5000,"C","RENT",45600,25,"Missing","0-15"
"27002","0",4000,"A","MORTGAGE",57000,30,"0-8","0-15"
"27991","0",5500,"C","RENT",53000,28,"11-13.5","0-15"
"7767","0",14000,"B","MORTGAGE",310000,30,"Missing","0-15"
"4922","0",5000,"A","MORTGAGE",62000,22,"0-8","0-15"
"21254","0",16000,"B","MORTGAGE",103000,34,"8-11","0-15"
"24607","0",7000,"A","RENT",60140,24,"8-11","0-15"
"27081","0",4200,"D","RENT",35000,22,"Missing","0-15"
"4782","0",9600,"B","RENT",60000,27,"8-11","0-15"
"2181","0",9000,"E","MORTGAGE",70000,26,"13.5+","0-15"
"1951","0",2500,"B","MORTGAGE",60000,30,"11-13.5","0-15"
"29006","0",9000,"C","RENT",32400,30,"11-13.5","0-15"
"24144","1",2650,"A","RENT",10000,31,"0-8","15-30"
"2412","0",14000,"A","RENT",72000,24,"0-8","0-15"
"11164","0",5000,"D","RENT",50000,23,"13.5+","0-15"
"14132","0",8500,"A","MORTGAGE",28000,22,"0-8","0-15"
"15418","1",25000,"F","MORTGAGE",80000,36,"13.5+","15-30"
"9229","0",3025,"B","RENT",80000,28,"8-11","0-15"
"916","0",3500,"A","OWN",39600,21,"0-8","0-15"
"17007","0",2500,"A","RENT",24960,22,"0-8","0-15"
"1240","0",6000,"A","RENT",34000,38,"0-8","15-30"
"515","0",12000,"B","RENT",70000,24,"8-11","0-15"
"9495","0",3600,"E","MORTGAGE",85000,29,"13.5+","15-30"
"11261","0",10000,"B","RENT",36000,28,"11-13.5","0-15"
"26073","1",15000,"A","RENT",140000,29,"8-11","0-15"
"4582","0",18950,"C","RENT",60000,30,"13.5+","0-15"
"28006","0",6500,"C","OWN",24996,21,"11-13.5","0-15"
"13035","0",5500,"E","RENT",33000,22,"Missing","0-15"
"12788","1",10000,"E","RENT",1e+05,25,"13.5+","0-15"
"12415","0",6300,"B","MORTGAGE",70000,25,"8-11","0-15"
"18038","0",10200,"A","MORTGAGE",115200,32,"Missing","0-15"
"225","0",12000,"A","OWN",40000,21,"8-11","0-15"
"2784","0",8000,"A","MORTGAGE",33600,27,"Missing","Missing"
"22814","0",5000,"C","OWN",36000,23,"11-13.5","0-15"
"20018","0",5600,"B","OWN",40000,21,"8-11","0-15"
"21313","0",10000,"A","OWN",43000,38,"0-8","0-15"
"16907","1",15000,"B","RENT",60000,33,"11-13.5","15-30"
"7944","1",30000,"D","MORTGAGE",120000,39,"13.5+","0-15"
"26147","0",17600,"F","RENT",71480,24,"Missing","0-15"
"13187","0",6800,"C","MORTGAGE",77604,26,"11-13.5","0-15"
"1069","0",7500,"A","RENT",27600,29,"0-8","0-15"
"3433","0",6000,"A","RENT",49000,23,"0-8","0-15"
"29019","0",2850,"D","RENT",45000,24,"11-13.5","0-15"
"11117","0",12000,"B","RENT",59000,22,"8-11","15-30"
"5475","0",6000,"B","RENT",50000,28,"8-11","0-15"
"6148","0",5000,"A","MORTGAGE",54000,24,"0-8","0-15"
"7212","0",8800,"A","MORTGAGE",64000,33,"0-8","0-15"
"5589","0",6750,"B","MORTGAGE",60000,22,"8-11","0-15"
"27953","1",7500,"B","RENT",22596,22,"8-11","0-15"
